id,sentiment
10001,0.98989904548991
10002,0.7794836748027089
10003,4.856953976298209e-05
10004,0.4457419606808478
10005,0.9943558400966336
10006,0.009664767511484292
10007,0.5345958692867228
10008,0.9999990440517217
10009,0.9995924435190913
10010,0.9999999999990905
10011,0.9999831626296721
10012,1.5844971908819246e-05
10013,0.2685714509225254
10014,0.9999888267993876
10015,0.8557676871477962
10016,0.9963851354316892
10017,0.6909278359549965
10018,0.9999587586009837
10019,0.9999997248230367
10020,0.9999728639537154
10021,0.9976337626674681
10022,0.9984544750506229
10023,0.08697400444520513
10024,0.9832197758826333
10025,0.9643293741796781
10026,0.9999999999998863
10027,0.0015401678781400202
10028,0.7888588664012253
10029,0.009244675401309353
10030,0.0010959630912680018
10031,0.003475772027336821
10032,0.9996172569094909
10033,0.0008677039189159723
10034,0.0005648194407914276
10035,0.008812071057903742
10036,0.068360849444931
10037,0.9485714768105514
10038,0.9404897301125654
10039,0.22777957268391655
10040,1.2148831585965693e-05
10041,0.999964958898135
10042,0.6660771107383887
10043,4.550063700111923e-07
10044,0.9160212969012111
10045,0.8546893053395718
10046,0.9981596081812529
10047,0.5919628096558599
10048,0.0001715697161755762
10049,0.14278470996786807
10050,0.007956448165797424
10051,0.389680616435084
10052,0.9999997875657071
10053,0.7305728052237515
10054,0.22650347971969287
10055,0.9254848547093325
10056,1.5055051465880304e-12
10057,0.8142078974770186
10058,0.00014027050244046625
10059,0.999884910971983
10060,0.14538563617822073
10061,0.02750499421815423
10062,8.265811018642897e-06
10063,0.8040953079958741
10064,0.638060192281528
10065,0.9946361645939436
10066,0.9008257015901098
10067,0.9997825815811642
10068,1.1745078421449461e-09
10069,0.9999997044361503
10070,0.9998842942993349
10071,0.9985136860921311
10072,0.7185463240302017
10073,0.9998637480583857
10074,0.010758508977462408
10075,0.7905860592126879
10076,0.00024891406813705533
10077,0.6011970058603087
10078,0.0027218696678886316
10079,0.9836094283947581
10080,0.9204816070278656
10081,0.0043982156509117755
10082,2.6715867108987615e-06
10083,0.9529529029528893
10084,0.9999865861223448
10085,0.9999999973799731
10086,0.9999985010182265
10087,0.9724886753521282
10088,0.9976455672124975
10089,0.7971108849243878
10090,0.9999882345847828
10091,0.9995217042964408
10092,0.8788411833096128
10093,0.5660252783097777
10094,0.8541117791641606
10095,0.8793350636972654
10096,0.004668956764639493
10097,1.9345917722170923e-06
10098,0.9873463297359034
10099,0.5810845844587831
10100,0.10802551824066876
10101,0.9986528490185517
10102,0.08031887281052283
10103,0.9999997163524601
10104,0.03497422851620435
10105,0.999945999159259
10106,0.9999899615328556
10107,0.9999984282096495
10108,0.004479409463307586
10109,0.9695601938523699
10110,0.0002474290846534075
10111,8.629300320531871e-10
10112,0.9953561304318862
10113,2.4091999276834014e-06
10114,3.866993982244617e-07
10115,1.8517672519322816e-05
10116,0.9971751193089279
10117,1.5307559366497448e-07
10118,0.987440052896179
10119,1.4517368770721376e-05
10120,0.0026762319758461203
10121,0.052495695131563685
10122,0.020095636257293808
10123,0.8892424339761451
10124,0.9941919840867306
10125,0.004069079576106401
10126,0.017064853716837323
10127,0.00035429817661854896
10128,0.007889760420934607
10129,0.7989684277069995
10130,0.9998969419086712
10131,2.9229819349746492e-15
10132,0.002838763484207553
10133,3.047936499291403e-05
10134,0.0007676534627948585
10135,0.9999986376649488
10136,0.9955705086329586
10137,0.004281070833322175
10138,0.9994873961779328
10139,0.013947226571359285
10140,0.858099172662507
10141,0.0005330539497476028
10142,0.997217351867451
10143,0.3243599766009625
10144,0.9998925141873829
10145,0.19323700754435305
10146,0.00854662082645871
10147,0.999999016978478
10148,0.14846887415346627
10149,0.9799084661725646
10150,0.03095967709074444
10151,0.9217813719375448
10152,0.7309030191964017
10153,0.006266764635219498
10154,1.339681709564554e-11
10155,0.0036292848653190876
10156,2.619689716218566e-11
10157,1.0583630086223992e-05
10158,0.01822150533896505
10159,0.5939436248048909
10160,0.06928665007813214
10161,0.9287084876659274
10162,0.9932878703219699
10163,0.005154433785487835
10164,0.007851260135214184
10165,0.07072628002518136
10166,0.999184201993317
10167,0.11724966037089266
10168,2.7762852000477564e-05
10169,0.9923381884451162
10170,0.15044552736684064
10171,0.9804740584783934
10172,1.0111727260711261e-05
10173,2.5945192899667952e-05
10174,1.453335377699702e-05
10175,0.002051017993232196
10176,0.985068208110211
10177,0.028759085949616854
10178,2.179849192691249e-09
